Class,Image,Systematics,Otolith_type,Otolith_side,Description,Sampling_location,Depth ,Vernacular name,Habitat
Nemipterus sp,R_N_sp7_Image010.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: angled.",,,,shallow marine
Nemipterus sp,R_N_sp7_Image011.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: angled.",,,,shallow marine
Nemipterus sp,R_N_sp7_Image012.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: angled.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image001.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image002.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image003.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image004.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image005.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image006.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image007.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image008.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image009.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image010.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image011.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp8_Image012.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt to angled, Rostrum blunt and antirostrum round. Excisura wide with shallow, acute notch. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image001.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image002.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image003.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image004.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image005.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image006.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image007.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image008.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image009.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image010.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image011.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Nemipterus sp,R_N_sp9_Image012.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: oval to elliptic, sinuate to entire dorsal margin and entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum angled and antirostrum poorly defined. Excisura and notch poorly defined. Posterior region: round.",,,,shallow marine
Oreochromis sp,L_O_sp1_Image001.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image002.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image003.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image004.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image005.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image006.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image007.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image008.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image009.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image010.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image011.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image012.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp1_Image013.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum blunt and antirostrum poorly developed or blunt, excisura moderately wide with shallow notch. Posterior: Round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp2_Image001.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: irregular",,,,shallow marine
Oreochromis sp,L_O_sp2_Image002.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: irregular",,,,shallow marine
Oreochromis sp,L_O_sp2_Image003.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: irregular",,,,shallow marine
Oreochromis sp,L_O_sp2_Image004.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: irregular",,,,shallow marine
Oreochromis sp,L_O_sp2_Image005.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: irregular",,,,shallow marine
Oreochromis sp,L_O_sp2_Image006.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: irregular",,,,shallow marine
Oreochromis sp,L_O_sp2_Image007.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: irregular",,,,shallow marine
Oreochromis sp,L_O_sp2_Image008.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and serrated ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: irregular",,,,shallow marine
Oreochromis sp,L_O_sp3_Image001.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image002.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image003.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image004.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image005.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image006.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image007.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image008.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image009.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image010.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp3_Image011.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and dentate to crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp4_Image001.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and crenate to lobed ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp4_Image002.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and crenate to lobed ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp4_Image003.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and crenate to lobed ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp4_Image004.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and crenate to lobed ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp4_Image005.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and crenate to lobed ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp4_Image006.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and crenate to lobed ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
Oreochromis sp,L_O_sp4_Image007.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: elliptic, crenate to lobed dorsal margin and crenate to lobed ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly to markedly curved. Anterior region: irregular, Rostrum and antirostrum poorly developed, excisura and notch poorly developed. Posterior: round to flattened",,,,shallow marine
