Image,actual_label,predicted_label,generated_caption,Description
Polymixia fusca_Sp6_L (5).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, sinuate to crenate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with acute shallow notch. Posterior region: angled to irregular.","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (6).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (7).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (8).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_L (9).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Left otolith. Shape: approximately pentagonal, lobed to dentate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled; excisura wide with deep acute notch. Posterior region: angled"
Polymixia fusca_Sp6_R (1).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (10).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (11).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (12).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (13).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (14).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (15).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (16).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (17).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (18).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (19).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (2).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (20).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (21).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (22).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (23).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (24).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum narrow, very short, peaked to blunt; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (25).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum narrow, very short, peaked to blunt; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (26).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum narrow, very short, peaked; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (27).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum narrow, very short, peaked to blunt; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (28).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum narrow, very short, peaked to blunt; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (29).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum narrow, very short, peaked to blunt; excisura wide with acute shallow notch. Posterior region: angled to blunt.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (3).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (4).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (5).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (6).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (7).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
